ポイント名,外気温,GHP-1     ｶﾞｽ量,GHP-1     1F 室内温度,GHP-1     ｶﾞｽ消費率,GHP-1     1F 運転状態
単位,℃,m3,℃,%,分
2017/6/1 1:00,21.1,0,24,0,0
2017/6/1 2:00,21,0,24,0,0
2017/6/1 3:00,20.7,0,24.5,0,0
2017/6/1 4:00,20.8,0,24.5,0,0
2017/6/1 5:00,20.9,0,24.5,0,0
2017/6/1 6:00,21.3,0,24.5,0,0
2017/6/1 7:00,22.3,0,25,0,0
2017/6/1 8:00,23.4,1.43,26,0,39
2017/6/1 9:00,23.7,1.45,26,0,60
2017/6/1 10:00,24.5,2.07,26.5,0,60
2017/6/1 11:00,26.3,2.43,26,5.49505,60
2017/6/1 12:00,26.5,2.13,25.5,110.00091,60
2017/6/1 13:00,26.5,3.84,24,0,60
2017/6/1 14:00,26.9,3.15,23.5,141.17283,60
2017/6/1 15:00,26.9,2.25,24,142.97121,60
2017/6/1 16:00,26.4,1.41,23,0,60
2017/6/1 17:00,25.8,1.85,24.5,0,60
2017/6/1 18:00,25.1,1.97,25,113.69758,60
2017/6/1 19:00,23.1,1.18,23,0,60
2017/6/1 20:00,23,1.5,24,0,60
2017/6/1 21:00,24.5,2.04,25,97.11252,60
2017/6/1 22:00,16.2,0,23,43.9604,2
2017/6/1 23:00,17,0,23.5,0,0
2017/6/2 0:00,17,0,24,0,0
2017/6/2 1:00,17.5,0,24.5,0,0
2017/6/2 2:00,18,0,24.5,0,0
2017/6/2 3:00,18.4,0,24,0,0
2017/6/2 4:00,18.5,0,24.5,0,0
2017/6/2 5:00,18.8,0,24.5,0,0
2017/6/2 6:00,19.5,0.7,24.5,0,14
2017/6/2 7:00,20,2.41,25.5,122.78939,60
2017/6/2 8:00,21.3,2.15,24,146.66788,60
2017/6/2 9:00,22.9,1.94,23.5,0,60
2017/6/2 10:00,22.8,0,24.5,0,60
2017/6/2 11:00,23.2,3.33,27.5,0,60
2017/6/2 12:00,24.5,1.83,23,139.27454,60
2017/6/2 13:00,25.6,2.22,24,0,60
2017/6/2 14:00,24.1,3.23,25,95.31414,60
2017/6/2 15:00,24.2,2.7,24,157.65798,60
2017/6/2 16:00,22.8,0,23,29.37354,1
2017/6/2 17:00,21.9,0,22,0,0
2017/6/2 18:00,20.7,0,22.5,0,0
2017/6/2 19:00,19.7,0,23,0,0
2017/6/2 20:00,18.6,0,24,0,0
2017/6/2 21:00,17.9,0,24.5,0,0
2017/6/2 22:00,17.4,0,24,0,0
2017/6/2 23:00,17.1,0,24,0,0
2017/6/3 0:00,16.6,0,24,0,0
2017/6/3 1:00,15.8,0,24,0,0
2017/6/3 2:00,16.2,0,24,0,0
2017/6/3 3:00,16.2,0,24.5,0,0
2017/6/3 4:00,15.9,0,24.5,0,0
2017/6/3 5:00,16.3,0,24.5,0,0
2017/6/3 6:00,16.6,0,24.5,0,0
2017/6/3 7:00,17.2,0.17,25,0,6
2017/6/3 8:00,18.2,3.03,26.5,58.64717,60
2017/6/3 9:00,20.5,2.67,25,51.35374,60
2017/6/3 10:00,20.8,2.82,25,124.68768,60
2017/6/3 11:00,22.8,1.8,23.5,141.17283,60
2017/6/3 12:00,24,1.88,24,0,60
2017/6/3 13:00,23.2,1.22,25,69.63727,60
2017/6/3 14:00,23.9,1.16,26,0,60
2017/6/3 15:00,23.3,1.14,26.5,0,60
2017/6/3 16:00,22.7,0.75,27,0,13
2017/6/3 17:00,21.6,0,19.5,0,0
2017/6/3 18:00,20.7,0,22,0,0
2017/6/3 19:00,19.7,0,23.5,0,0
2017/6/3 20:00,19,0,24,0,0
2017/6/3 21:00,18.4,0,24.5,0,0
2017/6/3 22:00,18,0,25,0,0
2017/6/3 23:00,17.7,0,25,0,0
2017/6/4 0:00,16.9,0,24.5,0,0
2017/6/4 1:00,16.6,0,25,0,0
2017/6/4 2:00,16.5,0,25,0,0
2017/6/4 3:00,16.3,0,25,0,0
2017/6/4 4:00,15.8,0,25,0,0
2017/6/4 5:00,16.3,0,25,0,0
2017/6/4 6:00,17.5,0,25.5,0,0
2017/6/4 7:00,18.7,0,26,0,0
2017/6/4 8:00,20,0,26,0,0
2017/6/4 9:00,21.6,0,26,0,0
2017/6/4 10:00,21.4,0,26.5,0,0
2017/6/4 11:00,24.3,0,26.5,0,0
2017/6/4 12:00,23.8,2.13,26.5,0,50
2017/6/4 13:00,24.7,1.8,25.5,0,60
2017/6/4 14:00,25,1.65,26,78.82899,60
2017/6/4 15:00,24.9,1.55,25,104.50586,60
2017/6/4 16:00,24.3,1.47,24.5,128.28444,60
2017/6/4 17:00,23.1,1.46,24,0,60
2017/6/4 18:00,22.3,1.5,25,0,60
2017/6/4 19:00,20.8,1.8,25.5,0,60
2017/6/4 20:00,19.9,1.84,26,36.66697,60
2017/6/4 21:00,19.4,1.63,26,99.01081,60
2017/6/4 22:00,18.7,0.07,25.5,104.50586,2
2017/6/4 23:00,17.8,0,22,0,0
2017/6/5 0:00,17.3,0,23,0,0
2017/6/5 1:00,16.7,0,24,0,0
2017/6/5 2:00,16.4,0,24,0,0
2017/6/5 3:00,15.7,0,24.5,0,0
2017/6/5 4:00,15.4,0,24.5,0,0
2017/6/5 5:00,16.1,0,24.5,0,0
2017/6/5 6:00,17.3,0,24.5,0,0
2017/6/5 7:00,19.1,0,24.5,0,0
2017/6/5 8:00,21.3,0,24.5,0,0
2017/6/5 9:00,22.3,0,24.5,0,0
2017/6/5 10:00,24.2,0,24.5,0,0
2017/6/5 11:00,24.4,0,24.5,0,0
2017/6/5 12:00,23.8,0,24.5,0,0
2017/6/5 13:00,24.5,0,24.5,0,0
2017/6/5 14:00,25.1,1.65,24.5,0,26
2017/6/5 15:00,25.2,1.61,24.5,146.66788,60
2017/6/5 16:00,24.9,1.34,24,0,60
2017/6/5 17:00,23.9,1.46,24,0,60
2017/6/5 18:00,22.7,1.49,24.5,0,60
2017/6/5 19:00,21.5,1.38,25,0,40
2017/6/5 20:00,19.9,0,20.5,0,0
2017/6/5 21:00,18.9,0,21.5,0,0
2017/6/5 22:00,18.4,0,22,0,0
2017/6/5 23:00,18,0,22.5,0,0
2017/6/6 0:00,17.4,0,23,0,0
2017/6/6 1:00,17.2,0,23,0,0
2017/6/6 2:00,16.8,0,23.5,0,0
2017/6/6 3:00,16.6,0,23.5,0,0
2017/6/6 4:00,16.5,0,24,0,0
2017/6/6 5:00,17,0,24,0,0
2017/6/6 6:00,18.3,0,24,0,0
2017/6/6 7:00,20,0,24,0,0
2017/6/6 8:00,21.4,0,24,0,0
2017/6/6 9:00,22.9,0,24,0,0
2017/6/6 10:00,25,0,24,0,0
2017/6/6 11:00,26,1.5,25,0,30
2017/6/6 12:00,24.4,1.48,24.5,135.67778,60
2017/6/6 13:00,24.9,1.22,24,0,60
2017/6/6 14:00,25.5,1.23,24,29.37354,60
2017/6/6 15:00,25,1.55,24,58.64717,60
2017/6/6 16:00,23.8,1.34,24,56.84879,60
2017/6/6 17:00,23.6,1.23,24.5,104.50586,60
2017/6/6 18:00,22.4,1.23,24.5,142.97121,60
2017/6/6 19:00,22,1.42,24,88.02071,60
2017/6/6 20:00,21.9,1.18,24,0,60
2017/6/6 21:00,21.9,1.15,24,14.68677,60
2017/6/6 22:00,22,0,24,0,2
2017/6/6 23:00,22.1,0,23,0,0
2017/6/7 0:00,22.3,0,23.5,0,0
2017/6/7 1:00,22.5,0,24,0,0
2017/6/7 2:00,21.8,0,24.5,0,0
2017/6/7 3:00,18.7,0,24,0,0
2017/6/7 4:00,18.6,0,24,0,0
2017/6/7 5:00,19,0,24,0,0
2017/6/7 6:00,18.4,0,24,0,0
2017/6/7 7:00,18.7,0,24.5,0,0
2017/6/7 8:00,19.5,0,25,0,0
2017/6/7 9:00,19.9,0,25,0,0
2017/6/7 10:00,20.3,0.94,25.5,0,44
2017/6/7 11:00,19.9,1.33,26,0,60
2017/6/7 12:00,19.4,1.05,25,0,60
2017/6/7 13:00,19.2,1.12,25,78.82899,60
2017/6/7 14:00,19,0.7,25.5,172.34475,60
2017/6/7 15:00,18.5,1,26.5,88.02071,60
2017/6/7 16:00,18.5,1.25,27,49.45545,60
2017/6/7 17:00,18.6,1.26,27,0,60
2017/6/7 18:00,18.2,1.25,26.5,0,60
2017/6/7 19:00,17.8,1.34,26,0,60
2017/6/7 20:00,17.8,1.08,26,0,60
2017/6/7 21:00,18.2,1.05,25,0,60
2017/6/7 22:00,18.5,0,25,29.37354,2
2017/6/7 23:00,18.6,0,23,0,0
2017/6/8 0:00,18.5,0,23.5,0,0
2017/6/8 1:00,18,0,24,0,0
2017/6/8 2:00,18,0,24,0,0
2017/6/8 3:00,18.2,0,24.5,0,0
2017/6/8 4:00,18.3,0,24,0,0
2017/6/8 5:00,18.5,0,24,0,0
2017/6/8 6:00,18.7,0,24,0,0
2017/6/8 7:00,19.3,0,24.5,0,21
2017/6/8 8:00,20.1,1.17,26.5,0,60
2017/6/8 9:00,20.9,1.38,26,0,60
2017/6/8 10:00,21.8,1.33,25.5,0,60
2017/6/8 11:00,22.9,1.54,25.5,0,60
2017/6/8 12:00,23.9,1.3,25,0,60
2017/6/8 13:00,25.2,1.43,25,0,60
2017/6/8 14:00,25.7,1.43,25,0,60
2017/6/8 15:00,24.9,1.45,25,14.68677,60
2017/6/8 16:00,23.6,1.32,25,47.65707,60
2017/6/8 17:00,23.8,0.4,25,82.52566,60
2017/6/8 18:00,23.2,0.68,26.5,97.11252,60
2017/6/8 19:00,22.4,1.07,27,0,60
2017/6/8 20:00,21.8,0.02,26,0,35
2017/6/8 21:00,21.2,0,26,0,0
2017/6/8 22:00,20.6,0,26,0,0
2017/6/8 23:00,20,0,26,0,0
2017/6/9 0:00,18.9,0,26,0,0
2017/6/9 1:00,18.9,0,26,0,0
2017/6/9 2:00,18.3,0,26,0,0
2017/6/9 3:00,18,0,26,0,0
2017/6/9 4:00,17.5,0,26,0,0
2017/6/9 5:00,18.5,0,26,0,0
2017/6/9 6:00,19.5,0,25.5,0,0
2017/6/9 7:00,21.3,0,25.5,0,0
2017/6/9 8:00,22.5,0,26,0,0
2017/6/9 9:00,23.6,0,27,0,0
2017/6/9 10:00,25.2,0,27.5,0,0
2017/6/9 11:00,24.9,0,27.5,0,0
2017/6/9 12:00,26.5,0,27.5,0,0
2017/6/9 13:00,26.5,0,27,0,0
2017/6/9 14:00,26.7,0,27,0,0
2017/6/9 15:00,27.1,0,26.5,0,0
2017/6/9 16:00,25.5,0,26.5,0,0
2017/6/9 17:00,25.4,0,26.5,0,0
2017/6/9 18:00,25.2,0,26.5,0,0
2017/6/9 19:00,24.8,0,26,0,0
2017/6/9 20:00,23,0,26,0,0
2017/6/9 21:00,22.9,0,25.5,0,0
2017/6/9 22:00,21.7,0,25,0,0
2017/6/9 23:00,21.3,0,25,0,0
2017/6/10 0:00,20.8,0,25,0,0
2017/6/10 1:00,20.8,0,25,0,0
2017/6/10 2:00,20.7,0,25,0,0
2017/6/10 3:00,20.7,0,25,0,0
2017/6/10 4:00,19.6,0,25,0,0
2017/6/10 5:00,20.1,0,25,0,0
2017/6/10 6:00,22.4,0,25.5,0,0
2017/6/10 7:00,23.5,0,26,0,0
2017/6/10 8:00,24.8,0,27,0,0
2017/6/10 9:00,24.9,0,27.5,0,0
2017/6/10 10:00,25.8,0,27.5,0,0
2017/6/10 11:00,27.3,0,27,0,0
2017/6/10 12:00,27.3,0,27,0,0
2017/6/10 13:00,27.4,0,27,0,0
2017/6/10 14:00,27.4,0,27,0,0
2017/6/10 15:00,27.5,0,26.5,0,0
2017/6/10 16:00,26.8,0,26.5,0,0
2017/6/10 17:00,26.4,0,26,0,0
2017/6/10 18:00,25.1,0,26,0,0
2017/6/10 19:00,23.7,0,26,0,0
2017/6/10 20:00,22.4,0,26,0,0
2017/6/10 21:00,21.6,0,25.5,0,0
2017/6/10 22:00,21.4,0,25.5,0,0
2017/6/10 23:00,21.1,0,25,0,0
2017/6/11 0:00,20.8,0,25,0,0
2017/6/11 1:00,20.4,0,25,0,0
2017/6/11 2:00,20.4,0,25,0,0
2017/6/11 3:00,20.3,0,25,0,0
2017/6/11 4:00,19.9,0,25,0,0
2017/6/11 5:00,19.8,0,25,0,0
2017/6/11 6:00,20.5,0,25.5,0,0
2017/6/11 7:00,21,0,25.5,0,0
2017/6/11 8:00,20.9,0,26,0,0
2017/6/11 9:00,21.1,0,26,0,0
2017/6/11 10:00,21.3,1.4,26,0,37
2017/6/11 11:00,21.5,1.23,25.5,0,60
2017/6/11 12:00,21.7,1.22,25.5,0,60
2017/6/11 13:00,22.5,1.35,25.5,0,60
2017/6/11 14:00,24.1,1.21,25,0,60
2017/6/11 15:00,24.7,1.39,25,0,60
2017/6/11 16:00,24.9,1.15,25,0,60
2017/6/11 17:00,23.4,1.33,25,120.99101,60
2017/6/11 18:00,21.7,0.92,25,150.36455,60
2017/6/11 19:00,20.5,1.1,26,100.80919,60
2017/6/11 20:00,19.3,1,26.5,104.50586,60
2017/6/11 21:00,18.5,0.55,26.5,113.69758,60
2017/6/11 22:00,18.1,0.06,27,12.78848,3
2017/6/11 23:00,18,0,25.5,0,0
2017/6/12 0:00,17.4,0,26,0,0
2017/6/12 1:00,17.7,0,26,0,0
2017/6/12 2:00,17.4,0,26,0,0
2017/6/12 3:00,16.9,0,26,0,0
2017/6/12 4:00,17.4,0,26,0,0
2017/6/12 5:00,18,0,26,0,0
2017/6/12 6:00,18.5,0,26,0,0
2017/6/12 7:00,19.9,0,26,0,0
2017/6/12 8:00,21.5,0,26,0,0
2017/6/12 9:00,22.2,0,26,0,0
2017/6/12 10:00,22.4,0.7,26.5,0,18
2017/6/12 11:00,23.8,1.6,26.5,106.30424,60
2017/6/12 12:00,23.2,3,26.5,117.29434,60
2017/6/12 13:00,22.6,2.15,25,155.8596,60
2017/6/12 14:00,23.6,2.27,24,128.28444,60
2017/6/12 15:00,22.1,1.57,23,120.99101,60
2017/6/12 16:00,21.3,1.56,23.5,0,60
2017/6/12 17:00,20.9,1.65,24.5,0,60
2017/6/12 18:00,20,1.75,25,0,60
2017/6/12 19:00,19.2,1.92,25,0,60
2017/6/12 20:00,18.6,1.57,25,77.03061,60
2017/6/12 21:00,17.8,1.61,24.5,86.12242,60
2017/6/12 22:00,17.5,0.15,24,122.78939,3
2017/6/12 23:00,17.1,0,19,0,0
2017/6/13 0:00,16.9,0,21,0,0
2017/6/13 1:00,16.3,0,22.5,0,0
2017/6/13 2:00,16.2,0,23,0,0
2017/6/13 3:00,15.4,0,23,0,0
2017/6/13 4:00,15.6,0,23.5,0,0
2017/6/13 5:00,16.3,0,23.5,0,0
2017/6/13 6:00,17.4,0,23.5,0,0
2017/6/13 7:00,18.4,0,24,0,0
2017/6/13 8:00,19.8,0,24,0,0
2017/6/13 9:00,21.6,0,24.5,0,0
2017/6/13 10:00,21.8,0,24.5,0,0
2017/6/13 11:00,21.7,0,25.5,0,0
2017/6/13 12:00,23.4,0,25.5,0,0
2017/6/13 13:00,24.4,0,26,0,0
2017/6/13 14:00,24.3,0,26,0,0
2017/6/13 15:00,24.5,2.12,25.5,0,57
2017/6/13 16:00,24,1.77,25,12.78848,60
2017/6/13 17:00,23.2,1.66,24.5,104.50586,60
2017/6/13 18:00,23,1.5,24,106.30424,60
2017/6/13 19:00,21.7,0,23,27.47525,10
2017/6/13 20:00,20.4,0,23.5,0,0
2017/6/13 21:00,19.6,0,24.5,0,0
2017/6/13 22:00,18.9,0,24.5,0,0
2017/6/13 23:00,18.4,0,24.5,0,0
2017/6/14 0:00,17.9,0,24.5,0,0
2017/6/14 1:00,18,0,24,0,0
2017/6/14 2:00,17.4,0,24,0,0
2017/6/14 3:00,17,0,24,0,0
2017/6/14 4:00,16.6,0,23.5,0,0
2017/6/14 5:00,17.1,0,24,0,0
2017/6/14 6:00,18.2,0,24,0,0
2017/6/14 7:00,19.9,0,24,0,0
2017/6/14 8:00,21.1,2.15,25,0,32
2017/6/14 9:00,23.2,1.77,23.5,135.67778,60
2017/6/14 10:00,24.3,1.58,23.5,0,60
2017/6/14 11:00,24.3,2.29,25,0,60
2017/6/14 12:00,25.8,2.03,24.5,126.48606,60
2017/6/14 13:00,26.1,1.3,23,58.64717,60
2017/6/14 14:00,25.2,1.68,24.5,0,60
2017/6/14 15:00,25.4,2.54,25,32.9703,60
2017/6/14 16:00,24.9,1.65,24.5,159.45636,60
2017/6/14 17:00,24.6,1.53,23,0,60
2017/6/14 18:00,24.1,2.75,25,0,60
2017/6/14 19:00,23,1.78,24.5,0,60
2017/6/14 20:00,22.5,1.82,25,0,60
2017/6/14 21:00,22.3,1.63,25,106.30424,60
2017/6/14 22:00,21.7,0.2,24,113.69758,3
2017/6/14 23:00,20.9,0,19,0,0
2017/6/15 0:00,20.5,0,20.5,0,0
2017/6/15 1:00,19.8,0,21.5,0,0
2017/6/15 2:00,19.1,0,22,0,0
2017/6/15 3:00,18.5,0,22.5,0,0
2017/6/15 4:00,18.6,0,23,0,0
2017/6/15 5:00,19.1,0,23,0,0
2017/6/15 6:00,20.5,0,23,0,0
2017/6/15 7:00,22.1,0,23.5,0,0
2017/6/15 8:00,23.3,0,24,0,0
2017/6/15 9:00,25.2,0,24,0,0
2017/6/15 10:00,25.7,0,24,0,0
2017/6/15 11:00,27.6,0,24.5,0,0
2017/6/15 12:00,28,0,25,0,0
2017/6/15 13:00,27.7,0,25,0,0
2017/6/15 14:00,27.7,0,25,0,0
2017/6/15 15:00,28.2,1.65,24.5,0,46
2017/6/15 16:00,27.5,2.45,25,77.03061,60
2017/6/15 17:00,27.1,2.45,24,58.64717,60
2017/6/15 18:00,25.4,1.37,23,77.03061,60
2017/6/15 19:00,24.6,1.82,24,60.54546,60
2017/6/15 20:00,23.4,1.85,23.5,62.34384,60
2017/6/15 21:00,23,0.2,23,62.34384,14
2017/6/15 22:00,23,0,25,0,0
2017/6/15 23:00,22.6,0,25,0,0
2017/6/16 0:00,22.9,0,25,0,0
2017/6/16 1:00,22.7,0,24.5,0,0
2017/6/16 2:00,22.3,0,24.5,0,0
2017/6/16 3:00,21.9,0,24.5,0,0
2017/6/16 4:00,21.1,0,24,0,0
2017/6/16 5:00,21.4,0,24,0,0
2017/6/16 6:00,22.6,0,24,0,0
2017/6/16 7:00,23.3,0,25,0,0
2017/6/16 8:00,24,0,26,0,0
2017/6/16 9:00,24.6,0,27,0,0
2017/6/16 10:00,26.2,0,27.5,0,1
2017/6/16 11:00,26.5,0,27,0,0
2017/6/16 12:00,27.2,0.03,27,0,2
2017/6/16 13:00,27.7,1.98,26.5,12.78848,60
2017/6/16 14:00,26.8,1.85,25,58.64717,60
2017/6/16 15:00,28,1.9,25,58.64717,60
2017/6/16 16:00,27.1,1.82,25,69.63727,60
2017/6/16 17:00,25.9,1.88,24.5,47.65707,60
2017/6/16 18:00,24.3,0.97,24,62.34384,60
2017/6/16 19:00,22.1,1.02,25,60.54546,60
2017/6/16 20:00,20.5,1.11,26,5.49505,60
2017/6/16 21:00,19.9,0.99,25.5,0,60
2017/6/16 22:00,19.1,0,25,0,3
2017/6/16 23:00,18.5,0,26,0,0
2017/6/17 0:00,18.3,0,26,0,0
2017/6/17 1:00,18.1,0,25.5,0,0
2017/6/17 2:00,17.9,0,25,0,0
2017/6/17 3:00,17.5,0,25,0,0
2017/6/17 4:00,17.6,0,25,0,0
2017/6/17 5:00,18.1,0,25,0,0
2017/6/17 6:00,19.1,0,25,0,0
2017/6/17 7:00,20.3,0,25,0,0
2017/6/17 8:00,22.2,0,26,0,0
2017/6/17 9:00,23.2,0,26.5,0,0
2017/6/17 10:00,25.5,0,27,0,0
2017/6/17 11:00,26.5,0,27.5,0,0
2017/6/17 12:00,26.6,0,27.5,0,0
2017/6/17 13:00,28.4,0,27.5,0,0
2017/6/17 14:00,28.7,0,27.5,0,0
2017/6/17 15:00,28.8,0,27,0,0
2017/6/17 16:00,27.2,0,27,0,0
2017/6/17 17:00,25.4,0,26.5,0,0
2017/6/17 18:00,24.2,0,26.5,0,0
2017/6/17 19:00,22.8,0,26,0,0
2017/6/17 20:00,22.5,0,25.5,0,0
2017/6/17 21:00,22.3,0,25.5,0,0
2017/6/17 22:00,22.2,0,25,0,0
2017/6/17 23:00,22.2,0,24.5,0,0
2017/6/18 0:00,22.2,0,24.5,0,0
2017/6/18 1:00,21.4,0,24.5,0,0
2017/6/18 2:00,21.1,0,24.5,0,0
2017/6/18 3:00,21.4,0,24.5,0,0
2017/6/18 4:00,21.1,0,25,0,0
2017/6/18 5:00,21.1,0,25,0,0
2017/6/18 6:00,21.5,0,25,0,0
2017/6/18 7:00,22.1,0,25.5,0,0
2017/6/18 8:00,22.8,0,25.5,0,0
2017/6/18 9:00,24.5,0,25.5,0,0
2017/6/18 10:00,25.4,0.56,25.5,0,16
2017/6/18 11:00,26.5,1.5,26,62.34384,60
2017/6/18 12:00,26.4,1.32,25,0,60
2017/6/18 13:00,27.9,1.85,25.5,51.35374,60
2017/6/18 14:00,27.6,1.02,24.5,45.85869,60
2017/6/18 15:00,26.9,1.86,26,43.9604,60
2017/6/18 16:00,27,0.97,24,54.9505,60
2017/6/18 17:00,26.9,1.75,25,62.34384,60
2017/6/18 18:00,25.8,1.15,24,25.67687,60
2017/6/18 19:00,25.8,1.87,25,56.84879,60
2017/6/18 20:00,25,1.88,25,62.34384,60
2017/6/18 21:00,24.9,1.87,24.5,54.9505,60
2017/6/18 22:00,24.9,0.03,24,58.64717,3
2017/6/18 23:00,23.4,0,23,0,0
2017/6/19 0:00,22.8,0,23.5,0,0
2017/6/19 1:00,22.2,0,23.5,0,0
2017/6/19 2:00,22.4,0,23.5,0,0
2017/6/19 3:00,22.1,0,24,0,0
2017/6/19 4:00,21.8,0,23.5,0,0
2017/6/19 5:00,22.1,0,23.5,0,0
2017/6/19 6:00,22.6,0,24,0,0
2017/6/19 7:00,24.2,0,24,0,0
2017/6/19 8:00,24.9,0.42,25,0,12
2017/6/19 9:00,26.6,1.88,26.5,69.63727,60
2017/6/19 10:00,27.3,1.87,24.5,56.84879,60
2017/6/19 11:00,28.6,1.36,24.5,58.64717,60
2017/6/19 12:00,28.4,1.52,25,0,60
2017/6/19 13:00,28.8,0.97,24.5,56.84879,60
2017/6/19 14:00,29.5,1.88,26,51.35374,60
2017/6/19 15:00,29.7,1.2,24,62.34384,60
2017/6/19 16:00,29,1.75,25.5,0,60
2017/6/19 17:00,28.4,0.95,24.5,45.85869,60
2017/6/19 18:00,27.8,1.25,25.5,64.14222,60
2017/6/19 19:00,26.6,1.45,25.5,0,60
2017/6/19 20:00,25.6,1.13,24.5,0,60
2017/6/19 21:00,25.3,1.04,24,45.85869,60
2017/6/19 22:00,24.4,0.1,24.5,58.64717,3
2017/6/19 23:00,24,0,22.5,0,0
2017/6/20 0:00,23.9,0,24,0,0
2017/6/20 1:00,23,0,24.5,0,0
2017/6/20 2:00,22.9,0,24.5,0,0
2017/6/20 3:00,22.1,0,24.5,0,0
2017/6/20 4:00,21.7,0,24.5,0,0
2017/6/20 5:00,22.4,0,24.5,0,0
2017/6/20 6:00,22.8,0,24.5,0,0
2017/6/20 7:00,23.8,0,25.5,0,0
2017/6/20 8:00,25.5,0,26,0,0
2017/6/20 9:00,28,0,27,0,0
2017/6/20 10:00,29.3,0,27.5,0,0
2017/6/20 11:00,30.2,0,27.5,0,0
2017/6/20 12:00,28,0.68,27.5,0,19
2017/6/20 13:00,26.9,1.85,26.5,73.33394,60
2017/6/20 14:00,26.6,1.88,25,49.45545,60
2017/6/20 15:00,26.3,1.89,24.5,54.9505,60
2017/6/20 16:00,25.8,1.78,24.5,60.54546,60
2017/6/20 17:00,25.5,1.03,24,31.17192,60
2017/6/20 18:00,25.3,1.82,24.5,49.45545,60
2017/6/20 19:00,24.6,1.1,24,49.45545,60
2017/6/20 20:00,24.7,1.83,26,0,60
2017/6/20 21:00,24.2,0.62,24,62.34384,60
2017/6/20 22:00,23.9,0.1,25,60.54546,3
2017/6/20 23:00,22,0,22.5,0,0
2017/6/21 0:00,20.6,0,24.5,0,0
2017/6/21 1:00,19.8,0,24.5,0,0
2017/6/21 2:00,19.8,0,24.5,0,0
2017/6/21 3:00,19.8,0,24.5,0,0
2017/6/21 4:00,19.1,0,24.5,0,0
2017/6/21 5:00,19.1,0,25,0,0
2017/6/21 6:00,18.7,0,25,0,0
2017/6/21 7:00,19.1,0,25,0,0
2017/6/21 8:00,19.5,0,26,0,0
2017/6/21 9:00,19.6,0,27,0,0
2017/6/21 10:00,21.5,0,26.5,0,0
2017/6/21 11:00,20.4,0,27,0,0
2017/6/21 12:00,20.8,0,27.5,0,0
2017/6/21 13:00,22.5,0,27.5,0,0
2017/6/21 14:00,22.9,0,27,0,0
2017/6/21 15:00,23.7,0,27,0,0
2017/6/21 16:00,23.7,0,27,0,0
2017/6/21 17:00,24.2,0,26.5,0,0
2017/6/21 18:00,24.2,0,26.5,0,0
2017/6/21 19:00,23.7,0,26,0,0
2017/6/21 20:00,22.3,0,25.5,0,0
2017/6/21 21:00,21.7,0,25.5,0,0
2017/6/21 22:00,21.5,0,25,0,0
2017/6/21 23:00,21.2,0,25,0,0
2017/6/22 0:00,21.1,0,24.5,0,0
2017/6/22 1:00,21,0,24.5,0,0
2017/6/22 2:00,20.8,0,24.5,0,0
2017/6/22 3:00,20.6,0,24.5,0,0
2017/6/22 4:00,20.9,0,24.5,0,0
2017/6/22 5:00,20.8,0,24.5,0,0
2017/6/22 6:00,20.8,0,24.5,0,1
2017/6/22 7:00,21.6,0,25,0,0
2017/6/22 8:00,21.9,0,25,0,0
2017/6/22 9:00,23.4,0,25,0,0
2017/6/22 10:00,24.5,0,25,0,0
2017/6/22 11:00,25.4,0,25,0,0
2017/6/22 12:00,27.1,0,25.5,0,0
2017/6/22 13:00,26.6,0,27,0,0
2017/6/22 14:00,27.3,0,27,0,0
2017/6/22 15:00,27.3,0,27,0,0
2017/6/22 16:00,25.6,0,27,0,0
2017/6/22 17:00,24.7,0,26.5,0,0
2017/6/22 18:00,24,1.6,26,0,45
2017/6/22 19:00,23.7,2.48,25,80.62737,60
2017/6/22 20:00,22.9,1.1,23.5,62.34384,59
2017/6/22 21:00,22.6,0,24,0,0
2017/6/22 22:00,22.3,0,22,0,0
2017/6/22 23:00,22.2,0,23,0,0
2017/6/23 0:00,21.9,0,24,0,0
2017/6/23 1:00,22,0,24.5,0,0
2017/6/23 2:00,21.5,0,24.5,0,0
2017/6/23 3:00,20.9,0,25,0,0
2017/6/23 4:00,20.4,0,25,0,0
2017/6/23 5:00,21,0,25,0,0
2017/6/23 6:00,22.1,0,25,0,0
2017/6/23 7:00,23.6,0,25,0,0
2017/6/23 8:00,25.5,0,25,0,0
2017/6/23 9:00,26.7,0,25.5,0,0
2017/6/23 10:00,28,0,26,0,0
2017/6/23 11:00,30,0,26.5,0,0
2017/6/23 12:00,30.1,0,27,0,0
2017/6/23 13:00,31.3,0,27.5,0,0
2017/6/23 14:00,31.1,0,27,0,0
2017/6/23 15:00,29.6,0,27,0,0
2017/6/23 16:00,28.2,0.82,26.5,0,23
2017/6/23 17:00,27.5,2.4,26,62.34384,60
2017/6/23 18:00,26.4,0.58,24,77.03061,60
2017/6/23 19:00,25.2,0,26.5,0,60
2017/6/23 20:00,25.2,0.72,27.5,0,60
2017/6/23 21:00,24.8,0.38,26.5,0,60
2017/6/23 22:00,24.5,0.09,27,62.34384,3
2017/6/23 23:00,24,0,24,0,0
2017/6/24 0:00,23.8,0,25,0,0
2017/6/24 1:00,23.4,0,25,0,0
2017/6/24 2:00,23.1,0,25,0,0
2017/6/24 3:00,23.2,0,24.5,0,0
2017/6/24 4:00,22.7,0,24.5,0,0
2017/6/24 5:00,22.4,0,25,0,0
